iter	Passed	Remaining
450	1050	1278
451	1053	1276
452	1054	1273
453	1056	1270
454	1058	1267
455	1059	1263
456	1060	1260
457	1061	1256
458	1063	1253
459	1064	1249
460	1066	1246
461	1067	1243
462	1069	1239
463	1070	1236
464	1071	1232
465	1072	1229
466	1074	1225
467	1075	1222
468	1077	1220
469	1079	1216
470	1080	1214
471	1082	1210
472	1083	1207
473	1084	1203
474	1086	1201
475	1089	1198
476	1090	1195
477	1091	1192
478	1093	1189
479	1094	1185
480	1095	1182
481	1098	1180
482	1100	1177
483	1101	1174
484	1102	1171
485	1104	1168
486	1105	1164
487	1106	1161
488	1108	1158
489	1111	1156
490	1113	1153
491	1114	1150
492	1116	1148
493	1117	1145
494	1119	1141
495	1120	1138
496	1123	1137
497	1125	1134
498	1126	1131
499	1128	1128
500	1129	1125
501	1131	1122
502	1132	1119
503	1135	1117
504	1136	1114
505	1138	1111
506	1139	1108
507	1141	1105
508	1142	1102
509	1143	1098
510	1144	1095
511	1147	1094
512	1149	1091
513	1150	1088
514	1151	1084
515	1187	1113
516	1188	1110
517	1191	1108
518	1192	1105
519	1194	1102
520	1196	1099
521	1197	1096
522	1199	1093
523	1201	1091
524	1202	1088
525	1224	1103
526	1225	1100
527	1227	1097
528	1228	1093
529	1231	1091
530	1232	1088
531	1234	1085
532	1235	1082
533	1236	1079
534	1237	1075
535	1239	1072
536	1240	1069
537	1243	1067
538	1245	1064
539	1246	1061
540	1247	1058
541	1249	1055
542	1250	1052
543	1251	1049
544	1254	1047
545	1256	1044
546	1257	1041
547	1258	1038
548	1260	1035
549	1262	1032
550	1263	1029
551	1264	1026
552	1267	1024
553	1269	1021
554	1270	1018
555	1271	1015
556	1273	1012
557	1274	1009
558	1275	1006
559	1277	1003
560	1279	1001
561	1280	998
562	1282	995
563	1284	993
564	1285	989
565	1287	986
566	1288	984
567	1290	981
568	1292	979
569	1293	976
570	1295	973
571	1296	970
572	1298	967
573	1299	964
574	1301	961
575	1302	958
576	1304	956
577	1305	953
578	1307	950
579	1308	947
580	1309	944
581	1310	941
582	1312	938
583	1313	935
584	1315	933
585	1316	930
586	1318	927
587	1319	924
588	1320	921
589	1322	918
590	1323	916
591	1325	913
592	1326	910
593	1328	907
594	1329	905
595	1331	902
596	1332	899
597	1333	896
598	1335	894
599	1337	891
600	1338	888
601	1340	885
602	1341	883
603	1343	880
604	1344	877
605	1345	874
606	1347	872
607	1349	870
608	1350	867
609	1352	864
610	1354	862
611	1355	859
612	1356	856
613	1358	853
614	1360	851
615	1362	849
616	1363	846
617	1364	843
618	1366	840
619	1367	838
620	1369	835
621	1371	833
622	1373	831
623	1374	828
624	1376	825
625	1377	823
626	1379	820
627	1381	818
628	1382	815
629	1384	812
630	1385	810
631	1386	807
632	1388	804
633	1390	802
634	1392	800
635	1393	797
636	1394	794
637	1396	792
638	1397	789
639	1399	787
640	1400	784
641	1403	782
642	1405	780
643	1406	777
644	1407	774
645	1409	772
646	1410	769
647	1412	767
648	1413	764
649	1416	762
650	1417	760
651	1419	757
652	1421	755
653	1422	752
654	1423	749
655	1425	747
656	1428	745
657	1430	743
658	1431	740
659	1432	738
660	1434	735
661	1435	732
662	1436	730
663	1437	727
664	1439	725
665	1440	722
666	1442	719
667	1443	717
668	1444	714
669	1446	712
670	1447	709
671	1449	707
672	1451	705
673	1452	702
674	1453	700
675	1455	697
676	1457	695
677	1458	692
678	1459	689
679	1464	689
680	1465	686
681	1467	684
682	1468	681
683	1469	679
684	1470	676
685	1472	674
686	1474	671
687	1476	669
688	1477	666
689	1479	664
690	1481	662
691	1482	659
692	1485	658
693	1487	655
694	1488	653
695	1489	650
696	1491	648
697	1492	645
698	1494	643
699	1495	641
700	1497	638
701	1498	636
702	1500	633
703	1501	631
704	1502	628
705	1504	626
706	1505	623
707	1507	621
708	1508	619
709	1510	616
710	1512	614
711	1514	612
712	1515	610
713	1517	607
714	1518	605
715	1520	602
716	1521	600
717	1522	598
718	1524	595
719	1526	593
720	1527	591
721	1529	588
722	1530	586
723	1532	584
724	1533	581
725	1534	579
726	1536	576
727	1537	574
728	1538	572
729	1540	569
730	1541	567
731	1543	564
732	1544	562
733	1546	560
734	1547	558
735	1549	555
736	1550	553
737	1552	551
738	1553	548
739	1555	546
740	1557	544
741	1558	541
742	1560	539
743	1565	538
744	1567	536
745	1569	534
746	1570	531
747	1571	529
748	1572	527
749	1574	524
750	1576	522
751	1578	520
752	1579	518
753	1580	515
754	1581	513
755	1583	510
756	1584	508
757	1585	506
758	1589	504
759	1591	502
760	1592	500
761	1594	497
762	1595	495
763	1596	493
764	1598	490
765	1599	488
766	1602	486
767	1603	484
768	1604	482
769	1606	479
770	1607	477
771	1608	475
772	1609	472
773	1610	470
774	1613	468
775	1615	466
776	1616	463
777	1617	461
778	1618	459
779	1620	456
780	1621	454
781	1623	452
782	1625	450
783	1626	448
784	1628	445
785	1629	443
786	1630	441
787	1632	439
788	1633	436
789	1637	435
790	1639	433
791	1640	430
792	1641	428
793	1643	426
794	1644	423
795	1645	421
796	1649	420
797	1651	417
798	1652	415
799	1653	413
800	1654	411
801	1656	408
802	1657	406
803	1658	404
804	1661	402
805	1663	400
806	1664	398
807	1665	395
808	1667	393
809	1668	391
810	1669	389
811	1671	386
812	1673	384
813	1675	382
814	1676	380
815	1677	378
816	1678	376
817	1680	373
818	1681	371
819	1683	369
820	1685	367
821	1686	365
822	1688	363
823	1689	360
824	1690	358
825	1692	356
826	1693	354
827	1696	352
828	1697	350
829	1698	347
830	1700	345
831	1701	343
832	1702	341
833	1704	339
834	1705	337
835	1709	335
836	1710	333
837	1711	330
838	1713	328
839	1714	326
840	1715	324
841	1716	322
842	1718	319
843	1720	317
844	1721	315
845	1722	313
846	1724	311
847	1725	309
848	1726	307
849	1727	304
850	1729	302
851	1731	300
852	1733	298
853	1734	296
854	1735	294
855	1737	292
856	1738	290
857	1739	287
858	1740	285
859	1743	283
860	1745	281
861	1746	279
862	1747	277
863	1749	275
864	1750	273
865	1751	271
866	1752	268
867	1755	266
868	1757	264
869	1758	262
870	1759	260
871	1761	258
872	1762	256
873	1763	254
874	1765	252
875	1767	250
876	1769	248
877	1770	246
878	1772	243
879	1773	241
880	1774	239
881	1775	237
882	1777	235
883	1781	233
884	1782	231
885	1783	229
886	1784	227
887	1786	225
888	1787	223
889	1788	221
890	1789	218
891	1792	217
892	1793	214
893	1795	212
894	1796	210
895	1797	208
896	1799	206
897	1800	204
898	1801	202
899	1803	200
900	1804	198
901	1805	196
902	1807	194
903	1808	192
904	1809	189
905	1811	187
906	1813	185
907	1814	183
908	1816	181
909	1817	179
910	1818	177
911	1819	175
912	1821	173
913	1822	171
914	1825	169
915	1827	167
916	1828	165
917	1829	163
918	1831	161
919	1832	159
920	1834	157
921	1836	155
922	1837	153
923	1839	151
924	1840	149
925	1841	147
926	1843	145
927	1844	143
928	1846	141
929	1847	139
930	1849	137
931	1850	135
932	1851	132
933	1853	130
934	1854	128
935	1855	126
936	1857	124
937	1858	122
938	1859	120
939	1861	118
940	1862	116
941	1863	114
942	1865	112
943	1866	110
944	1869	108
945	1871	106
946	1872	104
947	1874	102
948	1875	100
949	1877	98
950	1878	96
951	1881	94
952	1883	92
953	1884	90
954	1886	88
955	1887	86
956	1888	84
957	1889	82
958	1890	80
959	1893	78
960	1895	76
961	1896	74
962	1897	72
963	1898	70
964	1900	68
965	1901	66
966	1902	64
967	1904	62
968	1906	60
969	1907	59
970	1909	57
971	1910	55
972	1911	53
973	1912	51
974	1914	49
975	1915	47
976	1917	45
977	1918	43
978	1920	41
979	1921	39
980	1922	37
981	1923	35
982	1925	33
983	1926	31
984	1929	29
985	1931	27
986	1932	25
987	1933	23
988	1935	21
989	1936	19
990	1937	17
991	1975	15
992	1977	13
993	1979	11
994	1980	9
995	1982	7
996	1983	5
997	1984	3
998	1990	1
999	1991	0
